Text,Cluster,Size,Score,Rank
"Ok, here's some ""steel, sharpening steel"" here. Laylah, you mentioned the importance of not wearing too much makeup, as expressed by your brother -with your agreement. But after hearing you drop the F bomb, so casually, several times during the interview, I turned off said interview. You see, there are many, quality men who may even overlook the application of an excessive amount of makeup, but for whom the nonchalant use of foul language may actually be the real deal breaker.",Turning,4,62.51,2
"Ok, here's some ""steel, sharpening steel"" here. Laylah, you mentioned the importance of not wearing too much makeup, as expressed by your brother -with your agreement. But after hearing you drop the F bomb, so casually, several times during the interview, I turned off said interview. You see, there are many, quality men who may even overlook the application of an excessive amount of makeup, but for whom the nonchalant use of foul language may actually be the real deal breaker.",Drop,4,19.74,3
These two women have no idea how not traditional they are.,Women,51,12.1,1
have to look up Andrew Tate! never heard of him.,Andrew Tate,5,247.5,1
have to look up Andrew Tate! never heard of him.,Tate,11,71.71,2
have to look up Andrew Tate! never heard of him.,Heard,5,66.71,3
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",Woman,22,97.35,1
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",Better,6,70.37,2
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",Power,2,42.68,3
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",Coming,10,29.79,4
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",Women,51,12.1,5
"You women claiming there aren't any good man, 'modern women' are foolishly against men while claiming men should be like Tate (because he's rich and in shape or ""manly""); makes you no better than the modern woman... ""men should learn from Tate""...? really? Tate is a selfish person, granted alpha, but you want that for yourself? more rich men sleeping around with ""16 women""(A. Tate) a week? You're making the same agreement as modern woman with a slight ""pick me"" hint. This is the reason men haven't listen to women since Adam and Eve.",Modern Women,10,265.65,1
